Layer,Start,End,Style,Name,MarginL,MarginR,MarginV,Effect,Text
0,0:18:28.75,0:18:30.35,Default,Jacob,0,0,0,,"Yeah, it's a hard one to forget"
0,0:18:30.35,0:18:31.65,Default,Julia,0,0,0,,Look at this good ceiling
0,0:18:31.65,0:18:33.35,Default,Jacob,0,0,0,,That is a good ceiling
0,0:18:33.57,0:18:44.24,Default,Julia,0,0,0,,Do you know that ceilings like that were originally in the Duomo and it was a way of making a domed ceiling that was lighter?
0,0:18:45.84,0:18:47.14,Default,Jacob,0,0,0,,like lighter in weight
0,0:18:48.05,0:18:50.57,Default,Julia,0,0,0,,So that it wouldn't collapse under its own weight
0,0:18:50.57,0:18:51.31,Default,Jacob,0,0,0,,Yeah
0,0:18:51.29,0:18:54.63,Default,Julia,0,0,0,,"So they made this, they invented that kind of ceiling for that building"
0,0:18:55.97,0:18:57.64,Default,Julia,0,0,0,,"Well, let's investigate the piano"
0,0:18:58.50,0:19:02.38,Default,Jacob,0,0,0,,"You ever noticed how if you say Duomo, it sounds like you're doing baby voice?"
0,0:19:02.38,0:19:03.24,Default,Julia,0,0,0,,Yeah
0,0:19:02.95,0:19:03.98,Default,Jacob,0,0,0,,Dwellmo
0,0:19:04.88,0:19:06.60,Default,Jacob,0,0,0,,Do you want to go to the Duomo?
0,0:19:07.02,0:19:07.70,Default,Julia,0,0,0,,Yeah
0,0:19:07.70,0:19:09.25,Default,Jacob,0,0,0,,I want to see the Duomo
0,0:19:09.25,0:19:10.93,Default,Julia,0,0,0,,I'm going to probably
0,0:19:10.29,0:19:12.18,Default,Jacob,0,0,0,,"OK, fine"
0,0:19:14.51,0:19:15.47,Default,Jacob,0,0,0,,Dwellmo
0,0:19:18.53,0:19:19.71,Default,Julia,0,0,0,,Do we think it's
0,0:19:20.67,0:19:21.45,Default,Julia,0,0,0,,Maria?
0,0:19:23.08,0:19:23.86,Default,Julia,0,0,0,,Hello?
0,0:19:24.74,0:19:27.74,Default,Jacob,0,0,0,,"I want you to know that if a cut scene started, I would stop talking"
0,0:19:28.13,0:19:29.89,Default,Julia,0,0,0,,"Well, I didn't want to cut you off"
0,0:19:31.13,0:19:32.33,Default,Jacob,0,0,0,,Intermezzo
0,0:19:33.65,0:19:35.40,Default,Jacob,0,0,0,,Johanes Brahms
0,0:19:36.65,0:19:37.68,Default,Julia,0,0,0,,Grames
0,0:19:37.68,0:19:41.36,Default,Jacob,0,0,0,,"I had no good way to mispronounce Brahms, it's spelled exactly like it sounds"
0,0:19:40.82,0:19:42.27,Default,Julia,0,0,0,,The Hames!
0,0:19:42.74,0:19:45.76,Default,Jacob,0,0,0,,"I said no good way to mispronounce it, oh"
0,0:19:46.73,0:19:48.84,Default,Julia,0,0,0,,Someone disagrees with you
0,0:19:49.41,0:19:49.87,Default,Julia,0,0,0,,Laura?
0,0:19:50.12,0:19:50.78,Default,Jacob,0,0,0,,Yeah
0,0:19:50.78,0:19:51.38,Default,Julia,0,0,0,,You did
0,0:19:53.05,0:19:58.88,Default,Julia,0,0,0,,"Laura's like, James is like, oh God. -Someone else to trauma dump on me"
0,0:19:59.58,0:20:03.21,Default,Julia,0,0,0,,"Then again, maybe you're not so bad, just"
0,0:20:04.34,0:20:06.39,Default,Julia,0,0,0,,Annoying. -That's fair
0,0:20:07.57,0:20:08.02,Default,Julia,0,0,0,,So
0,0:20:19.75,0:20:22.23,Default,Julia,0,0,0,,I think you've had enough... for now
0,0:20:22.89,0:20:23.53,Default,Jacob,0,0,0,,Wow
0,0:20:24.38,0:20:28.29,Default,Julia,0,0,0,,That's reassuring
0,0:20:28.91,0:20:29.84,Default,Julia,0,0,0,,She's here
0,0:20:30.55,0:20:31.28,Default,Julia,0,0,0,,Isn't she?
0,0:20:32.85,0:20:34.28,Default,Julia,0,0,0,,"Come on, tell me"
0,0:20:35.82,0:20:36.81,Default,Jacob,0,0,0,,I wish I knew
0,0:20:37.94,0:20:38.53,Default,Julia,0,0,0,,But
0,0:20:39.73,0:20:41.06,Default,Julia,0,0,0,,She said it in her letter
0,0:20:45.94,0:20:47.29,Default,Julia,0,0,0,,So there really is a letter
0,0:20:49.13,0:20:49.87,Default,Julia,0,0,0,,Oh
0,0:20:50.70,0:20:51.39,Default,Julia,0,0,0,,Yeah
0,0:20:52.50,0:20:53.31,Default,Julia,0,0,0,,Wanna read it?
0,0:20:56.22,0:20:56.98,Default,Julia,0,0,0,,Just
0,0:20:57.84,0:20:59.26,Default,Julia,0,0,0,,"Don't tell Rachel, OK?"
0,0:20:59.32,0:21:01.26,Default,Jacob,0,0,0,,Just says fuck you in it
0,0:21:01.75,0:21:02.82,Default,Julia,0,0,0,,She's our nurse
0,0:21:03.76,0:21:04.62,Default,Julia,0,0,0,,I
0,0:21:05.62,0:21:06.46,Default,Julia,0,0,0,,I took it from her locker
0,0:21:58.54,0:21:59.01,Default,Julia,0,0,0,,I love you
0,0:22:34.46,0:22:35.17,Default,Julia,0,0,0,,All right
0,0:22:37.35,0:22:38.16,Default,Jacob,0,0,0,,How old are you?
0,0:22:40.88,0:22:41.57,Default,Julia,0,0,0,,Last week
0,0:22:45.53,0:22:46.18,Default,Jacob,0,0,0,,"Yeah, I mean"
0,0:23:05.46,0:23:07.32,Default,Julia,0,0,0,,"James, think about it like a little harder"
0,0:23:10.36,0:23:12.03,Default,Julia,0,0,0,,She even showed me all her pictures
0,0:23:14.10,0:23:15.60,Default,Julia,0,0,0,,She really wanted to come back
0,0:23:17.02,0:23:19.67,Default,Julia,0,0,0,,"She also talks a lot about you, you know?"
0,0:23:20.77,0:23:21.51,Default,Julia,0,0,0,,Seven
0,0:23:24.23,0:23:24.85,Default,Jacob,0,0,0,,What?
0,0:23:26.14,0:23:26.98,Default,Jacob,0,0,0,,What is it?
0,0:23:28.23,0:23:28.83,Default,Julia,0,0,0,,Well
0,0:23:29.81,0:23:31.37,Default,Julia,0,0,0,,It kind of was his other letter
0,0:23:32.29,0:23:33.59,Default,Julia,0,0,0,,I think the warmer's for you
0,0:23:42.42,0:23:43.53,Default,Julia,0,0,0,,Wanted to
0,0:23:44.29,0:23:46.25,Default,Julia,0,0,0,,"This one time, I almost dead"
0,0:23:47.53,0:23:48.76,Default,Julia,0,0,0,,You didn't deserve to have it
0,0:23:50.28,0:23:50.62,Default,Julia,0,0,0,,But then
0,0:23:58.94,0:23:59.48,Default,Julia,0,0,0,,Yeah
0,0:24:08.59,0:24:10.43,Default,Julia,0,0,0,,Just says I know what you did last summer
0,0:24:11.72,0:24:12.76,Default,Jacob,0,0,0,,three years ago
0,0:24:12.76,0:24:15.02,Default,Julia,0,0,0,,"three years ago, last, last, last summer"
0,0:24:15.63,0:24:16.36,Default,Julia,0,0,0,,It's empty
0,0:24:17.54,0:24:21.06,Default,Julia,0,0,0,,Get rekt
0,0:24:24.34,0:24:25.06,Default,Julia,0,0,0,,Wait
0,0:24:25.25,0:24:25.53,Default,Jacob,0,0,0,,Sit down
0,0:24:29.82,0:24:30.33,Default,Julia,0,0,0,,I gotta find it
0,0:24:31.04,0:24:31.58,Default,Jacob,0,0,0,,Laura!
0,0:24:39.59,0:24:40.40,Default,Julia,0,0,0,,Well
0,0:24:41.65,0:24:51.35,Default,Jacob,0,0,0,,"I did love the person in chat who was saying,  James, honey, you jumped into your own grave and ended up outside of a lake house. Like think about it a little bit"
0,0:24:51.35,0:24:55.34,Default,Julia,0,0,0,,"Yeah, yeah, ads are going to start soon, so we might as well just like"
0,0:24:55.40,0:25:02.31,Default,Jacob,0,0,0,,But James is not experiencing things in a lucid state of mind. He's in like a psychedelic dream dimension
0,0:25:02.31,0:25:03.52,Default,Julia,0,0,0,,"Yeah, yeah"
0,0:25:03.88,0:25:09.83,Default,Jacob,0,0,0,,"I mean, it's like when you're having a dream, everything makes sense to you even though it's all nonsense"
0,0:25:10.22,0:25:11.22,Default,Julia,0,0,0,,Yeah
0,0:25:11.22,0:25:13.14,Default,Jacob,0,0,0,,That's kind of what James is experiencing
0,0:25:13.14,0:25:14.61,Default,Julia,0,0,0,,I'm going to run the ads
0,0:25:14.68,0:25:17.21,Default,Jacob,0,0,0,,",OK, you don't want me to talk this stream, I get it"
0,0:25:17.81,0:25:19.05,Default,Julia,0,0,0,,"Ellie, you just have bad timing"
0,0:25:18.89,0:25:23.31,Default,Jacob,0,0,0,,"Every time I start talking, you're like, -let's have you stop talking"
0,0:25:20.16,0:25:22.07,Default,Julia,0,0,0,,I just said I was going to run the ad
0,0:25:23.28,0:25:25.85,Default,Julia,0,0,0,,And then you went on
0,0:25:25.41,0:25:28.61,Default,Jacob,0,0,0,,Let's have you stop talking and then we can do something else
0,0:25:28.53,0:25:31.45,Default,Julia,0,0,0,,I said I was going to run the ads and then you just wouldn't shut the fuck up
0,0:25:35.30,0:25:38.82,Default,Jacob,0,0,0,,I just thought we could have like a moment of conversation while we waited for the ads to start
0,0:25:39.62,0:25:44.73,Default,Jacob,0,0,0,,I thought we could kind of digest what was happening in the game and the story for a second
0,0:25:44.00,0:25:45.62,Default,Julia,0,0,0,,"No, I like it"
0,0:25:45.62,0:25:46.92,Default,Jacob,0,0,0,,Clearly you didn't like it
0,0:25:46.87,0:25:48.14,Default,Julia,0,0,0,,I just like
0,0:25:49.71,0:25:55.82,Default,Julia,0,0,0,,"With these last streams of games, it's always like we can go a little long, so I'm just trying to like"
0,0:25:56.34,0:25:59.48,Default,Julia,0,0,0,,play the game and do the yapping at the same time
0,0:25:59.41,0:26:03.36,Default,Jacob,0,0,0,,"Oh, I'm sorry, I thought we were enjoying ourselves on stream"
0,0:26:02.52,0:26:04.27,Default,Julia,0,0,0,,Of being efficient
0,0:26:04.19,0:26:08.56,Default,Jacob,0,0,0,,I thought we were having a nice time talking to each other in the chat
0,0:26:08.56,0:26:14.09,Default,Julia,0,0,0,,"We keep getting comments that are like, this is not the optimal way to play the game"
0,0:26:14.77,0:26:16.84,Default,Julia,0,0,0,,"Today, optimal"
0,0:26:16.81,0:26:18.94,Default,Jacob,0,0,0,,"Optimal, we're locking in"
0,0:26:17.42,0:26:17.94,Default,Julia,0,0,0,,Optimal!
0,0:26:20.72,0:26:25.62,Default,Jacob,0,0,0,,"We're speed running the rest of this. -If you skip the cut scenes, it goes a lot faster actually"
0,0:26:25.47,0:26:26.56,Default,Julia,0,0,0,,"Oh, we might as well"
0,0:26:26.34,0:26:27.17,Default,Jacob,0,0,0,,Yeah
0,0:26:27.24,0:26:28.33,Default,Julia,0,0,0,,Just finish it
0,0:26:29.13,0:26:32.86,Default,Jacob,0,0,0,,Somebody asked me to talk about the new Elden Ring
0,0:26:29.23,0:26:30.33,Default,Julia,0,0,0,,Who cares about the story?
0,0:26:33.47,0:26:36.13,Default,Jacob,0,0,0,,"I think it looks super sick, I'm really excited about it"
0,0:26:38.07,0:26:39.66,Default,Jacob,0,0,0,,it's pretty much just like
0,0:26:41.56,0:26:48.20,Default,Jacob,0,0,0,,"It looks like they're just like,  how can we take all this shit we made and then put it in a package that's just like maximum fun?"
0,0:26:48.20,0:26:49.26,Default,Julia,0,0,0,,Yeah
0,0:26:49.51,0:26:55.20,Default,Jacob,0,0,0,,get your friends together and let's fucking speed run Elden Ring
0,0:26:55.20,0:26:56.06,Default,Julia,0,0,0,,Yeah
0,0:26:55.89,0:26:56.75,Default,Jacob,0,0,0,,And
0,0:26:57.65,0:27:00.60,Default,Jacob,0,0,0,,and fight bosses from like the whole Souls series
0,0:27:00.68,0:27:01.81,Default,Julia,0,0,0,,Yeah
0,0:27:02.59,0:27:05.16,Default,Jacob,0,0,0,,I'm psyched about it. I think it's going to be a really good time
0,0:27:10.39,0:27:25.17,Default,Jacob,0,0,0,,"Yeah, as my mistake said,  hey, people modded our game, let's do it ourselves, actually, that's exactly what I said to Julia. I was like, clearly they looked at all of the top mods that everyone loved for Elden Ring and they were like, let's just take all the top mods and put all of them into one game"
0,0:27:15.43,0:27:16.21,Default,Julia,0,0,0,,"Yeah, that is"
0,0:27:26.27,0:27:29.15,Default,Julia,0,0,0,,"Yeah, the other thing that we were talking about, not to like"
0,0:27:30.06,0:27:32.04,Default,Julia,0,0,0,,bring down the hype
0,0:27:32.04,0:27:33.25,Default,Jacob,0,0,0,,"Oh, here we go"
0,0:27:34.77,0:27:36.86,Default,Jacob,0,0,0,,She's going to tell me to stop talking again
0,0:27:37.40,0:27:40.86,Default,Julia,0,0,0,,"but I really got to play this game, so I appreciate if you can lock the fuck in"
0,0:27:41.91,0:27:43.55,Default,Julia,0,0,0,,"No, um"
0,0:27:44.12,0:27:52.03,Default,Julia,0,0,0,,"It's that I love, so there's like a thing that happens on the internet and the internet's like a big place, so you're going to get a lot of"
0,0:27:53.37,0:28:05.77,Default,Julia,0,0,0,,"viewpoints and stuff like that, and then it's easy to cherry pick the worst ones and then say that's everyone. But we were laughing about the comments that were like, but my favorite part about Elden Ring isn't represented here, and it's like, so play Elden Ring"
0,0:28:07.07,0:28:08.27,Default,Julia,0,0,0,,Play that part
0,0:28:08.24,0:28:27.46,Default,Jacob,0,0,0,,"Yeah, I was mainly going on a complaint rant to Julia about how there's a lot of people that watch YouTube game trailers and they seem to have no ability to extrapolate from what they saw in the trailer into what the game will be like. -And so I saw a lot of comments that were like,"
0,0:28:25.04,0:28:25.67,Default,Julia,0,0,0,,Yeah
0,0:28:27.98,0:28:43.88,Default,Jacob,0,0,0,,"Well, what I love about the Souls games is the slow exploration of these areas and like slowly discovering things and playing by myself. But then they say, and I'm worried this new game is not going to have that. And I'm like, it's not going to have that. Did you watch the trailer?"
0,0:28:36.28,0:28:37.13,Default,Julia,0,0,0,,So do I
0,0:28:43.88,0:28:45.85,Default,Julia,0,0,0,,"Yeah, that's not what they're going for, dog"
0,0:28:44.65,0:28:55.69,Default,Jacob,0,0,0,,"We don't have to guess if it's going to have it. It's literally just like, look at what you saw and tell what kind of game it is. Like, I don't know what you're talking about"
0,0:28:55.69,0:28:56.60,Default,Julia,0,0,0,,Yeah
0,0:28:57.73,0:28:59.15,Default,Julia,0,0,0,,It's like
0,0:29:01.34,0:29:02.69,Default,Julia,0,0,0,,"Yeah, I don't know"
0,0:29:03.35,0:29:07.09,Default,Julia,0,0,0,,"It's just like I understand where people are coming from, like I"
0,0:29:08.46,0:29:18.60,Default,Julia,0,0,0,,",Well, like, I think that if you're a very particular kind of Zelda fan, and this is related, you like some of the games, but not the other games, and then if you're another kind of fan, you love, you know"
0,0:29:19.35,0:29:24.34,Default,Julia,0,0,0,,"the other games more than the first kind of games and it's like, but it's like kind of"
0,0:29:25.44,0:29:29.81,Default,Julia,0,0,0,,"They're playing around with it, you know? It's fun, it's a toy"
0,0:29:30.74,0:29:33.40,Default,Julia,0,0,0,,",Something for everyone, what's on your nose?"
0,0:29:33.59,0:29:36.54,Default,Jacob,0,0,0,,And I wanted to draw attention also to the fact that
0,0:29:36.59,0:29:37.89,Default,Julia,0,0,0,,Can I get it off your nose?
0,0:29:39.23,0:29:43.27,Default,Jacob,0,0,0,,I also saw people complaining about like asset reuse in the game
0,0:29:44.25,0:29:58.09,Default,Jacob,0,0,0,,"And the first thing I thought of was like, -you better not be one of those motherfuckers who's like, -Majora's Mask is my favorite game or Fallout New Vegas is my favorite game. -If you're then going to come in here and be like, they're reusing assets, I'll kill you"
0,0:29:53.08,0:29:53.80,Default,Julia,0,0,0,,Yeah
0,0:29:58.65,0:30:06.93,Default,Jacob,0,0,0,,Some of the best games ever made are from reused assets which freed up the devs to make some of their best and most exciting and interesting work
0,0:30:07.27,0:30:07.93,Default,Julia,0,0,0,,Yeah
0,0:30:07.84,0:30:13.14,Default,Jacob,0,0,0,,"They have so much time to do other stuff. And they already made all these high quality assets, why would you not use them?"
0,0:30:14.27,0:30:15.20,Default,Julia,0,0,0,,Yeah
0,0:30:15.35,0:30:16.53,Default,Jacob,0,0,0,,"Sorry, go ahead, James"
0,0:30:23.27,0:30:24.50,Default,Jacob,0,0,0,,"Go ahead, James, get it"
0,0:30:24.50,0:30:26.10,Default,Julia,0,0,0,,Is it Mary's theme?
0,0:30:27.71,0:30:28.33,Default,Julia,0,0,0,,Right?
0,0:30:44.36,0:30:45.12,Default,Julia,0,0,0,,Yeah
0,0:30:46.15,0:30:47.64,Default,Julia,0,0,0,,"I like that, that's fun"
0,0:30:47.92,0:30:51.84,Default,Jacob,0,0,0,,This game's unrealistic because he didn't immediately play the rugrats theme
0,0:30:52.50,0:30:56.04,Default,Jacob,0,0,0,,"On piano, that's the one you play if you don't know how to play piano"
0,0:30:58.54,0:30:59.43,Default,Julia,0,0,0,,Yeah
0,0:31:01.29,0:31:02.00,Default,Julia,0,0,0,,I'm
0,0:31:04.59,0:31:06.32,Default,Julia,0,0,0,,trying to remember the rubber ass theme
0,0:31:06.38,0:31:15.06,Default,Jacob,0,0,0,,"Dun dun dun dun dun dun, dun dun dun dun dun, dun dun dun dun dun, dun dun dun dun dun, dun dun dun dun dun"
0,0:31:08.39,0:31:08.88,Default,Julia,0,0,0,,Oh
0,0:31:10.26,0:31:10.86,Default,Julia,0,0,0,,"Yeah, yeah"
0,0:31:16.90,0:31:34.02,Default,Julia,0,0,0,,"Laura, it's cool, I don't deserve letters from my dead wife, it's okay. Also, I did like in chat, and this is not a call out because this game is very confusing and a lot of things are not literal, but someone was like, oh, Mary's actually dead, and I was like, yeah, yeah"
0,0:31:34.02,0:31:34.82,Default,Jacob,0,0,0,,Yeah
0,0:31:34.72,0:31:38.77,Default,Julia,0,0,0,,"Yeah, yeah, no, she's dead for real"
0,0:31:39.17,0:31:41.53,Default,Jacob,0,0,0,,"She been dead, she done been dead"
0,0:31:40.29,0:31:41.35,Default,Julia,0,0,0,,She been dead
0,0:31:44.10,0:31:45.42,Default,Julia,0,0,0,,"Oh, there's a save point"
0,0:31:46.28,0:31:47.24,Default,Julia,0,0,0,,Don't mind if I do
0,0:31:51.14,0:31:55.20,Default,Julia,0,0,0,,"but again, I completely understand why there's some confusion"
0,0:31:56.17,0:32:02.51,Default,Jacob,0,0,0,,",Mr. James Sunderland, regarding the videotape you left in your room during your last stay, ew, gross, icky,"
0,0:32:02.51,0:32:05.36,Default,Julia,0,0,0,,"Ewe, ewe, ewe, I watched it"
0,0:32:03.25,0:32:04.43,Default,Jacob,0,0,0,,"Ew, ew, ew"
0,0:32:05.04,0:32:06.59,Default,Jacob,0,0,0,,Why did you leave that there?
0,0:32:06.39,0:32:07.46,Default,Julia,0,0,0,,Gross
0,0:32:07.46,0:32:16.42,Default,Jacob,0,0,0,,I'm glad to inform you that we've recovered the item and moved it to the employee section on the first floor. The tape is stored within the hotel safe to be returned to you at your earliest convenience. Please pick it up
0,0:32:17.24,0:32:20.33,Default,Jacob,0,0,0,,"Now, I don't want it here anymore"
0,0:32:22.41,0:32:23.93,Default,Julia,0,0,0,,I do not want it
0,0:32:26.25,0:32:27.43,Default,Jacob,0,0,0,,Music books
0,0:32:27.44,0:32:28.50,Default,Julia,0,0,0,,There's the
0,0:32:28.43,0:32:29.61,Default,Jacob,0,0,0,,312
0,0:32:29.61,0:32:30.69,Default,Julia,0,0,0,,You're 12
0,0:32:35.69,0:32:37.44,Default,Julia,0,0,0,,Someone said spoilers
0,0:32:39.67,0:32:44.76,Default,Julia,0,0,0,,"Listen, we jumped into our own grave and wound up at a lake"
0,0:32:48.93,0:32:49.98,Default,Julia,0,0,0,,Mary's dead
0,0:32:49.98,0:32:52.68,Default,Jacob,0,0,0,,You go jump into your own grave and see what happens
0,0:33:00.00,0:33:01.81,Default,Jacob,0,0,0,,"Well, well, what the fuck?"
0,0:33:03.61,0:33:04.16,Default,Julia,0,0,0,,"Oh, you know"
0,0:33:04.16,0:33:06.01,Default,Jacob,0,0,0,,What the hell kind of contraption is this?
0,0:33:06.01,0:33:07.97,Default,Julia,0,0,0,,"It's a music box, you dumbass"
0,0:33:07.97,0:33:09.32,Default,Jacob,0,0,0,,"No, it isn't"
0,0:33:17.62,0:33:18.63,Default,Julia,0,0,0,,"Oh, and dusty"
0,0:33:20.59,0:33:21.33,Default,Julia,0,0,0,,Give me this
0,0:33:22.56,0:33:23.22,Default,Julia,0,0,0,,Oh
0,0:33:24.07,0:33:24.49,Default,Julia,0,0,0,,",Mm"
0,0:33:24.49,0:33:26.33,Default,Jacob,0,0,0,,That's a staff only room
0,0:33:26.33,0:33:27.83,Default,Julia,0,0,0,,"Oh, yeah, that's why I can't go home"
0,0:33:34.56,0:33:36.18,Default,Julia,0,0,0,,"102, we'll take that"
0,0:33:42.00,0:33:44.30,Default,Julia,0,0,0,,"Well, the hotel needs renovations anyway"
0,0:33:44.98,0:33:47.44,Default,Jacob,0,0,0,,Break on through to the other side
0,0:33:48.08,0:33:50.53,Default,Julia,0,0,0,,I like that they definitely wanted me to follow
0,0:33:51.07,0:33:52.53,Default,Julia,0,0,0,,"Laura, and I was like,"
0,0:33:53.06,0:33:54.37,Default,Julia,0,0,0,,time to look for items
0,0:33:57.31,0:33:59.55,Default,Jacob,0,0,0,,What Laura doesn't realize is that we're gaming
0,0:33:59.82,0:34:01.51,Default,Julia,0,0,0,,"Yeah, yeah"
0,0:34:09.06,0:34:09.98,Default,Julia,0,0,0,,guitar
0,0:34:14.19,0:34:15.15,Default,Jacob,0,0,0,,Go ahead
0,0:34:15.92,0:34:16.87,Default,Jacob,0,0,0,,buckaroo
0,0:34:17.71,0:34:19.72,Default,Julia,0,0,0,,Remember that strange book you found earlier?
0,0:34:20.28,0:34:27.03,Default,Julia,0,0,0,,"some very odd looking man came in a few hours back, claimed to belong to him. Honestly, I didn't feel like arguing"
0,0:34:31.63,0:34:33.83,Default,Julia,0,0,0,,I'm not sure how he even knew it was here
0,0:34:34.52,0:34:37.41,Default,Julia,0,0,0,,"I don't think he was ever a guest here, I would have remembered"
0,0:34:40.70,0:34:48.04,Default,Jacob,0,0,0,,"I just can't get it out of my head. Girl, your eyeballs are all I think about"
0,0:34:42.35,0:34:44.05,Default,Julia,0,0,0,,♪ Get it out of my head. ♪
0,0:34:49.25,0:34:51.26,Default,Julia,0,0,0,,"On Ironically, a song"
0,0:34:52.24,0:34:53.45,Default,Julia,0,0,0,,That gets stuck in my head
0,0:34:54.97,0:34:56.61,Default,Julia,0,0,0,,as probably designed
0,0:34:56.93,0:35:01.50,Default,Jacob,0,0,0,,"I thought you were just going to say  unironically a song. -I was going to be like, that is so true"
0,0:35:01.20,0:35:03.01,Default,Julia,0,0,0,,"Ironically, a song"
0,0:35:02.55,0:35:04.54,Default,Jacob,0,0,0,,"Unironically, that is a song"
0,0:35:05.52,0:35:08.09,Default,Jacob,0,0,0,,Literally not even joking
0,0:35:06.60,0:35:09.27,Default,Julia,0,0,0,,"Literally, he's a song"
0,0:35:12.10,0:35:12.74,Default,Julia,0,0,0,,Laura?
0,0:35:15.38,0:35:15.93,Default,Julia,0,0,0,,Well
0,0:35:16.98,0:35:18.29,Default,Julia,0,0,0,,We don't have to be like this
0,0:35:18.29,0:35:19.75,Default,Jacob,0,0,0,,The gurgler is here
0,0:35:20.05,0:35:21.16,Default,Julia,0,0,0,,"Well, I gotta"
0,0:35:22.87,0:35:24.34,Default,Julia,0,0,0,,key from 102
0,0:35:24.52,0:35:26.43,Default,Jacob,0,0,0,,"James, you're going to get gurgled, bro"
0,0:35:30.56,0:35:33.46,Default,Jacob,0,0,0,,"James, you got gurgled, bro. I freaking warned you"
0,0:35:36.91,0:35:38.09,Default,Jacob,0,0,0,,I told you
0,0:35:40.03,0:35:42.41,Default,Julia,0,0,0,,"James was told about the tape and he was like,"
0,0:35:43.15,0:35:44.99,Default,Julia,0,0,0,,All I can think about are legs again
0,0:35:50.93,0:35:51.61,Default,Julia,0,0,0,,Yoink
0,0:35:54.12,0:35:55.47,Default,Julia,0,0,0,,"Okay, 102"
0,0:35:55.62,0:35:58.24,Default,Jacob,0,0,0,,Is Laura a real person? You tell me
0,0:35:58.24,0:36:00.28,Default,Julia,0,0,0,,"You tell me, buckaroo"
0,0:36:03.57,0:36:04.31,Default,Julia,0,0,0,,It's like a vent
0,0:36:04.31,0:36:05.88,Default,Jacob,0,0,0,,You tell me what you think
0,0:36:07.37,0:36:09.90,Default,Jacob,0,0,0,,"I want to hear your theories, chat"
0,0:36:12.16,0:36:14.08,Default,Jacob,0,0,0,,I know she's a video game character
0,0:36:14.32,0:36:16.53,Default,Julia,0,0,0,,"Damn, though"
0,0:36:15.25,0:36:17.09,Default,Jacob,0,0,0,,"Fuck, that's true"
0,0:36:23.38,0:36:24.21,Default,Julia,0,0,0,,I was ready
0,0:36:26.86,0:36:27.68,Default,Julia,0,0,0,,I'll take that
0,0:36:28.36,0:36:29.22,Default,Julia,0,0,0,,I'll take that
0,0:36:31.68,0:36:32.56,Default,Julia,0,0,0,,I'll take that
0,0:36:35.97,0:36:40.95,Default,Jacob,0,0,0,,We're kind of all video game characters if you think about it because the universe is a simulation
0,0:36:40.95,0:36:41.62,Default,Julia,0,0,0,,Yeah
0,0:36:42.42,0:36:46.55,Default,Jacob,0,0,0,,"I did mushrooms once, so I know that that's true"
0,0:36:48.17,0:36:55.51,Default,Julia,0,0,0,,I did mushrooms once and it made me think about my size relative to the world because I've never thought about that independently before
0,0:37:00.61,0:37:02.58,Default,Jacob,0,0,0,,"Damn, we got the balcony view"
0,0:37:04.96,0:37:06.61,Default,Julia,0,0,0,,I'm ready to shoot
0,0:37:07.75,0:37:09.79,Default,Julia,0,0,0,,Now this is a delightful spot
0,0:37:10.80,0:37:18.76,Default,Jacob,0,0,0,,"I will say though, if my balcony is like directly next to my neighbor's balcony and there's not a wall there, my ass is not going out there"
0,0:37:16.52,0:37:16.94,Default,Julia,0,0,0,,Yeah
0,0:37:18.98,0:37:19.52,Default,Julia,0,0,0,,Yeah
0,0:37:19.34,0:37:21.77,Default,Jacob,0,0,0,,"Because I'm at risk, I might have to talk to them"
0,0:37:22.22,0:37:24.99,Default,Julia,0,0,0,,I'm at risk for forced socialization
0,0:37:28.80,0:37:29.67,Default,Julia,0,0,0,,So I'll do that
0,0:37:33.72,0:37:35.17,Default,Julia,0,0,0,,Why'd you... huh
0,0:37:36.87,0:37:38.76,Default,Julia,0,0,0,,What? Why are we hunting?
0,0:37:39.77,0:37:45.14,Default,Jacob,0,0,0,,",Draz said,  ,Hmm, fanfic prompt. That's actually a good setup"
0,0:37:43.67,0:37:45.17,Default,Julia,0,0,0,,Yeah
0,0:37:46.02,0:37:47.94,Default,Julia,0,0,0,,forced shared balcony
0,0:37:49.73,0:37:51.67,Default,Julia,0,0,0,,I actually read a manga like that
0,0:37:51.67,0:38:04.06,Default,Jacob,0,0,0,,"You could have the one character who's really like shy and introverted and doesn't want to socialize, but they accidentally lock themselves on the balcony and out comes the social butterfly talkative neighbor"
0,0:38:04.85,0:38:07.45,Default,Jacob,0,0,0,,"Oh boy, odd couple situation"
0,0:38:08.56,0:38:12.01,Default,Julia,0,0,0,,"Yeah, I read one, it was a guy who used his outside"
0,0:38:13.10,0:38:18.20,Default,Julia,0,0,0,,"OK, outside balcony is like a little garden space and then his next door neighbor"
0,0:38:19.72,0:38:20.26,Default,Julia,0,0,0,,Um
0,0:38:20.97,0:38:29.66,Default,Julia,0,0,0,,"just like moved in or something. I read this a while ago, so I can't remember, but... ...then they started talking because of his beautiful garden space"
0,0:38:31.80,0:38:33.10,Default,Julia,0,0,0,,Who's squelching out there?
0,0:38:34.09,0:38:35.31,Default,Julia,0,0,0,,Reveal yourself
0,0:38:35.31,0:38:38.62,Default,Jacob,0,0,0,,"Whenever somebody types WLW,"
0,0:38:39.76,0:38:44.29,Default,Jacob,0,0,0,,"in describing a fic or manga or something, I always read it as"
0,0:38:44.29,0:38:45.17,Default,Julia,0,0,0,,Oh!
