Start,End,Name,Text
2080700,2088040,Jacob,"I just can't get it out of my head. Girl, your eyeballs are all I think about"
2082350,2084050,Julia,♪ Get it out of my head. ♪
2089250,2091260,Julia,"On Ironically, a song"
2092240,2093450,Julia,That gets stuck in my head
2094970,2096610,Julia,as probably designed
2096930,2101500,Jacob,"I thought you were just going to say  unironically a song. -I was going to be like, that is so true"
2101200,2103010,Julia,"Ironically, a song"
2102550,2104540,Jacob,"Unironically, that is a song"
2105520,2108090,Jacob,Literally not even joking
2106600,2109270,Julia,"Literally, he's a song"
2112100,2112740,Julia,Laura?
2115380,2115930,Julia,Well
2116980,2118290,Julia,We don't have to be like this
2118290,2119750,Jacob,The gurgler is here
2120050,2121160,Julia,"Well, I gotta"
2122870,2124340,Julia,key from 102
2124520,2126430,Jacob,"James, you're going to get gurgled, bro"
2130560,2133460,Jacob,"James, you got gurgled, bro. I freaking warned you"
2136910,2138090,Jacob,I told you
2140030,2142410,Julia,"James was told about the tape and he was like,"
2143150,2144990,Julia,All I can think about are legs again
2150930,2151610,Julia,Yoink
2154120,2155470,Julia,"Okay, 102"
2155620,2158240,Jacob,Is Laura a real person? You tell me
2158240,2160280,Julia,"You tell me, buckaroo"
2163570,2164310,Julia,It's like a vent
2164310,2165880,Jacob,You tell me what you think
2167370,2169900,Jacob,"I want to hear your theories, chat"
2172160,2174080,Jacob,I know she's a video game character
2174320,2176530,Julia,"Damn, though"
2175250,2177090,Jacob,"Fuck, that's true"
2183380,2184210,Julia,I was ready
2186860,2187680,Julia,I'll take that
2188360,2189220,Julia,I'll take that
2191680,2192560,Julia,I'll take that
2195970,2200950,Jacob,We're kind of all video game characters if you think about it because the universe is a simulation
2200950,2201620,Julia,Yeah
2202420,2206550,Jacob,"I did mushrooms once, so I know that that's true"
2208170,2215510,Julia,I did mushrooms once and it made me think about my size relative to the world because I've never thought about that independently before
2220610,2222580,Jacob,"Damn, we got the balcony view"
2224960,2226610,Julia,I'm ready to shoot
2227750,2229790,Julia,Now this is a delightful spot
2230800,2238760,Jacob,"I will say though, if my balcony is like directly next to my neighbor's balcony and there's not a wall there, my ass is not going out there"
2236520,2236940,Julia,Yeah
2238980,2239520,Julia,Yeah
2239340,2241770,Jacob,"Because I'm at risk, I might have to talk to them"
2242220,2244990,Julia,I'm at risk for forced socialization
2248800,2249670,Julia,So I'll do that
2253720,2255170,Julia,Why'd you... huh
2256870,2258760,Julia,What? Why are we hunting?
2259770,2265140,Jacob,",Draz said,  ,Hmm, fanfic prompt. That's actually a good setup"
2263670,2265170,Julia,Yeah
2266020,2267940,Julia,forced shared balcony
2269730,2271670,Julia,I actually read a manga like that
2271670,2284060,Jacob,"You could have the one character who's really like shy and introverted and doesn't want to socialize, but they accidentally lock themselves on the balcony and out comes the social butterfly talkative neighbor"
2284850,2287450,Jacob,"Oh boy, odd couple situation"
2288560,2292010,Julia,"Yeah, I read one, it was a guy who used his outside"
2293100,2298200,Julia,"OK, outside balcony is like a little garden space and then his next door neighbor"
2299720,2300260,Julia,Um
2300970,2309660,Julia,"just like moved in or something. I read this a while ago, so I can't remember, but... ...then they started talking because of his beautiful garden space"
2311800,2313100,Julia,Who's squelching out there?
2314090,2315310,Julia,Reveal yourself
2315310,2318620,Jacob,"Whenever somebody types WLW,"
2319760,2324290,Jacob,"in describing a fic or manga or something, I always read it as"
2324290,2325170,Julia,Oh!
2326360,2328190,Jacob,"And then there's of course, Mlem"
2328240,2330840,Julia,"Wooloo, wooloo"
2330880,2333650,Jacob,Do you read Mlem or
2335100,2336570,Jacob,Which is your favorite?
2337380,2338530,Jacob,Whoa!
2345420,2346210,Julia,Just fucking
2349840,2351090,Julia,standing there
2354480,2355640,Julia,"All right, weirdo"
2361780,2364110,Julia,"home office romance, is that what it was called?"
2364650,2367880,Julia,Wasn't one of them like an archaeologist who wanted to like travel or something?
2370100,2370810,Julia,It was cute
2371740,2374320,Julia,"All right, you're about to bust into an interpretive dancer"
2376230,2378660,Julia,"You know when they start to fold it up and they're like,"
2378830,2379600,Jacob,Yeah
2379600,2384290,Julia,That's my impression of interpretive dance. That's my interpretation of interpretive dance
2385680,2387530,Julia,It's an interpretation of interpretation
2387870,2391470,Jacob,"That's meta interpretive dance, post interpretive dance"
2391350,2393460,Julia,"I was about to say, that's like an art movement"
2393460,2394390,Jacob,Fuck
2395010,2395420,Julia,F
2396660,2397710,Julia,I'm
2399620,2400660,Julia,Crafty
2401740,2405730,Julia,I'm ahead of the time. -I wasn't expecting to be able to open that
2407030,2408590,Julia,Us actually crisis?
2408680,2418520,Jacob,"I wanted to say to chat also, because somebody said they caught up on  Marianetta and they don't know what to read now. -I'm also caught up on Marianetta, except for like the, you know, paid chapters"
2419160,2425650,Jacob,"It's so good, man. -But it reminded me there was a new comic that just started coming out on Webtoon that's really cute"
2425650,2429790,Julia,"Oh, is it the cozy one that you were... that I started reading?"
2427160,2428880,Jacob,It's the cozy one
2429790,2437060,Jacob,It makes me think of like a comic version of like a Stardew Valley-esque scenario. -It's called Little Hollow Cafe
2437690,2444960,Jacob,about a woman who moves to a small town to run a cafe and then meets all of the other people that work and live there
2446070,2453150,Jacob,really cute art style. -It feels like a Stardew Valley game that you're reading
2453150,2455810,Julia,"Yeah, yeah, it's really cute"
2455810,2459880,Jacob,"It's on Webtoons, super cute so far, and it's just started, so"
2459880,2462780,Julia,I want to talk about the environmental storytelling of this room
2462780,2463540,Jacob,Yes
2464320,2472420,Julia,"bottle, a bunch of like blood stains, just cigarettes like literally everywhere. It's great"
2473090,2479770,Julia,"um, the damp carpet, like the worn carpet with like the footprints that I didn't leave"
2481110,2486510,Julia,"more staining over here from this bottle. Like, look at... there's more cigarettes over there"
2490620,2491970,Jacob,There's this
2492580,2494340,Julia,"There's that, um"
2495030,2497410,Julia,I love the fingerprints in the dust
2499770,2503630,Julia,"more cigarettes, blood or wine or something like"
2504510,2506620,Julia,someone down in this room and it wasn't good
2506620,2507470,Jacob,No
2508600,2511300,Julia,"There's like alcohol everywhere, there's a vase on the floor"
2512700,2514270,Julia,The carpet's all moldy
2514270,2518990,Jacob,You don't want to be in this room. -You don't want to be around the person who was in this room
2519090,2520090,Julia,No
2526360,2529000,Jacob,That's how I enter the bathroom every time I have to pee
2529590,2532640,Julia,That's apparently how I entered the bathroom when I dislocated my knee
2534670,2537170,Julia,"because I thought I entered it normally, but"
2538260,2538950,Julia,You know?
2539550,2542950,Julia,You think you enter a room normally and then your knee is somewhere else?
2543050,2544370,Jacob,That'll happen sometimes
2544250,2545350,Julia,That'll happen
2546480,2552710,Jacob,"This is extremely narrowcasting to Marionetta readers, but PeachyLove asked me Team Sahed or Tani"
2553450,2556760,Jacob,",And you don't even have to ask that question to me, you know I'm Team Sahed"
2559420,2560440,Jacob,He's too hot
2561080,2564370,Jacob,He's too hot to be ignored and he's unhinged
2567690,2569530,Julia,Those legs were just walking around
2570050,2572100,Julia,And I like followed them and killed them
2573770,2574850,Julia,What's-what happens?
2579690,2581600,Julia,"Oh, speaking of which, I"
2583990,2587320,Julia,"I got in Dragon Age, I just got Tosh"
2588620,2589820,Julia,It was very fun
2590220,2591440,Jacob,Daniel Tosh?
2592770,2594080,Jacob,from Tosh.0
2594940,2595760,Julia,Uh-huh
2596090,2601410,Jacob,"It's a crazy twist in the game. -Daniel Tosh shows up and you're like, -I don't want to play this game anymore"
2602640,2605310,Jacob,Are you going to be here the whole time?
2602690,2605220,Julia,Suddenly I find this game irritating
2607360,2609980,Jacob,"Sorry, please continue talking about Tosh"
2610820,2612040,Julia,Daniel Tosh?
2612710,2614340,Julia,Sun room!
2616190,2618500,Julia,"Anyway, Tasha's great"
2621560,2626890,Julia,Hedera Helix seems to have some kind of pest separate from the rest of the plants
2627800,2628960,Julia,"Oh, separate"
2630720,2632800,Julia,separate from the rest and plants are little die out
2632800,2635340,Jacob,I read it the same way in your defense
2634620,2635870,Julia,"OK, thank you"
2641760,2642230,Julia,What?
2643430,2644490,Julia,What's the point of this room?
2645550,2647610,Julia,Bullets! That's the point of this room
2649210,2654430,Julia,"Um, yeah, Tash is fun. I think my favorites right now though are"
2655380,2657820,Julia,Um... Lucanus?
2659310,2661770,Julia,and Nev
2662610,2664350,Julia,But Tosh is up there
2665970,2668150,Julia,I don't love Emmerich
2669360,2670260,Julia,He's fine
2673620,2679780,Julia,"He's fun. I like... actually, my favorite companions are Manfred and Asan"
2680870,2682380,Jacob,And they're not even companions
2682380,2684820,Julia,"No, those are my favorite characters though"
2686750,2693340,Julia,"Someone said incredibly loud, incorrect buzzer. -Yeah, I feel like my Emmerich opinions are"
2694340,2696550,Julia,"Unwelcome, and I accept that"
2699170,2701980,Jacob,"You misread, that person said incredibly correct buzzer"
2702400,2704990,Julia,"Oh, well, I accept that too"
2703760,2705970,Jacob,They were giving you a supportive buzzer
2705780,2708600,Julia,"Thank you, thank you, thank you, I appreciate that"
2709800,2710890,Julia,When did this get here?
2711860,2712780,Julia,Has this been here?
2712780,2713900,Jacob,I think it's been there
2713960,2714660,Julia,Really?
2718910,2719430,Julia,Whoops
2721440,2722150,Julia,Okay
2727230,2730130,Julia,What do we have? We have keys for like a sunroom
2731460,2733670,Jacob,Manfred is voiced by Matthew Mercer
2734720,2735430,Julia,Really?
2735430,2736440,Jacob,"He just goes,"
2738670,2741030,Jacob,Did they pay Matthew Mercer to go?
2741740,2742970,Julia,Did they pay him to
2743770,2747530,Julia,to just make noises. How much did they pay him his usual cut?
2749960,2752590,Julia,to just like squelch into a mic
2753000,2754870,Jacob,They should have paid Julia to do that
2754870,2758180,Julia,"I love to make those noises, it's so funny"
2759810,2761650,Julia,"Employee section, oh"
2762160,2765860,Julia,"We didn't do the employee section, right?"
2766550,2767960,Julia,"Oh, no, because I can't go in"
2768960,2771090,Jacob,"Yeah, it's employees only, like"
2771090,2772610,Julia,Can we go through the restaurant?
2772340,2773900,Jacob,"Sorry, are you an employee?"
2774390,2775220,Julia,You're right
2775840,2777380,Julia,punched that door open
2779390,2779730,Julia,Oh
2784470,2785300,Julia,"Okay, no"
2787470,2789900,Julia,"No, it would be through there. Okay"
2790920,2792840,Julia,"All right, that's fine, whatever"
2794240,2795450,Julia,Frickin... what?
2796420,2796860,Julia,Man
2797060,2799710,Jacob,Somebody said they paid Vin Diesel to say I am Groot
2800210,2802830,Jacob,"That's true, but he said it in a lot of different ways"
2804520,2819200,Jacob,"And I don't know, I'm pretty sure they didn't use him for Marvel Rivals, -but whoever they use is getting a lot of screen time. -Because I am Groot fucking... -If Groot's on your team, that's all you hear the whole game. -He won't shut the fuck up about how he's Groot"
2819350,2822300,Julia,"Yeah, I wish you would chill"
2823720,2826220,Julia,"to be fair, freaking Tandy's like,"
2827360,2829420,Julia,It's so cold
2838170,2840220,Julia,Cloak and dagger is still my favorite to play
2841560,2844090,Julia,"I do laugh at everything Tandy says, though"
2845080,2845570,Jacob,Tease!
2845810,2846750,Julia,Tandy?
2848950,2852360,Julia,"Cloak is fun, but... Whoa, I need to look at that painting"
2855240,2856930,Julia,"Well, that seems a little on the right"
2856640,2858670,Jacob,"Pride before the fall, huh?"
2858520,2859880,Julia,Just seems a little
2860790,2862280,Julia,Seems a little on the
2862280,2869230,Jacob,And did you notice that Leonard E. Niavos is an anagram for James Sunderland?
2869740,2874330,Jacob,if you rearrange all the letters and change some of them to different letters
2874330,2881300,Julia,Did you notice that stalwart to the end is actually James Sunderland if you rearrange all of the letters?
2881520,2885720,Jacob,And then change some of the letters. -I did notice that actually
2882760,2884440,Julia,And then change some of the letters
2886260,2887980,Jacob,It's pretty crazy
2891300,2893550,Julia,Did you notice that if you change
2893630,2897460,Jacob,"Bottom Hat said,  it does make me laugh every time I hear Luna Snow say I suck"
2897460,2898410,Julia,I suck
2898310,2905850,Jacob,"That is what we hear every time too  and we laugh at it. -I think she's saying like iced up or ice up, but it sounds like she's screaming"
2903170,2903880,Julia,Yeah
2905850,2907420,Julia,I suck
2909650,2910950,Jacob,It cracks me up
2910950,2912840,Julia,We need to talk about this painting
2913530,2915910,Jacob,"AI generated, I can tell"
2916750,2919980,Julia,I just... the eagle just hanging out there
2920850,2925710,Julia,"Truly, America has like ruined American Bald Eagles for me because every time they're in there, I'm like,"
2927210,2931230,Julia,"America, America"
2931570,2935300,Jacob,"Because it is your turn, yeah"
2937370,2940750,Julia,"Oh, man, Jacob and I were listening to"
2942600,2945390,Julia,"Oh my god, is her name Samara? Samara Joy?"
2946570,2947190,Julia,Is that her name?
2947190,2948140,Jacob,Yeah
2951230,2952850,Julia,What? Oh
2954280,2959130,Julia,"So we were listening to her album, her like"
2960930,2962250,Jacob,She's a jazz singer
2962180,2964560,Julia,"She's a jazz singer, great"
2965540,2971360,Julia,"What was I talking about? I got distracted by it because I thought I was just going to twist the little middle thing and then it was like, which book do you want to use?"
2971980,2973200,Julia,"anyway, she's great"
2975140,2976070,Julia,Um
2976070,2978400,Jacob,You had something you were connecting to
2979000,2979980,Julia,What was I connecting it to?
2979980,2983420,Jacob,We were singing America the Beautiful in like a Creed voice
2989420,2991240,Julia,"I lost it, I lost it"
2991370,2995220,Jacob,"Instead, you just said that a singer was really good, which is also acceptable"
2995220,2996840,Julia,"I mean, she's great"
3001720,3002580,Julia,Okay
3004450,3005650,Jacob,I feel like you need a fourth buck
3005650,3018050,Julia,"Oh, that's what it was. So I went on a really quick brain tangent. So the way that Jacob sung the end of that song where basically none of the words were intelligible reminded me of that"
3019150,3022290,Julia,"Christmas song about that one woman song where it was like,"
3022900,3024580,Julia,Quizmoys
3026190,3027180,Jacob,Yes
3027180,3030890,Julia,"Like quiz-moss or whatever she says, is that Christmas?"
3029160,3033690,Jacob,"Or whatever she said,  it said Christmas. We need more info though. Which song was it?"
3034860,3036240,Jacob,Cause I'm trying to remember
3036240,3047360,Julia,"I literally only have the Kelly Clarkson Christmas song stuck in my head, which is not it. -Quizmice, thank you. Camilla Cabello, sorry. Quizmoice"
3047750,3061830,Jacob,"Yes, yes, okay, thank you for knowing because I also couldn't fully get there either. I was like, I know what you're talking about, and I want to provide the proper context, but I can't get it. I'll be home for Christmas, thank you. Oh my God"
3048120,3048970,Julia,Thank you
3049860,3052170,Julia,"Good lord, thank you for catching it"
3060480,3061070,Julia,Yes
3061760,3063730,Julia,I'll be home for
3063550,3065520,Jacob,Wiz-mice
3066690,3074330,Julia,"Um, and if you listen to Samara Joy's Christmas album, it's so freaking good"
3075460,3079430,Julia,"And in the middle of it, I was like,  do you think she thought about saying Quizmoize?"
3079430,3080810,Jacob,Where's Moise?
3080810,3084050,Julia,"All right, I don't know which book goes where, I also don't have all the books"
3084050,3085400,Jacob,"No, you're missing a book"
3085400,3086060,Julia,Oh
3090970,3099660,Jacob,"I like how you were like,  Jacob, let's get through the game quickly. And then you're like, let me stop and stare at a bookshelf for five full minutes while I try to remember Camila Cabello"
3101720,3107840,Julia,"Doesn't work today Jacob, I'm struggling. Mine doesn't either. That's why I need you to lock in so that one of us can be locked in!"
3110140,3111490,Julia,One of us has to be locked in!
3111490,3114150,Jacob,"I can't be locked in, I'm stupid today!"
3116080,3119550,Julia,We have to both lock in so we get like half a brain
3119550,3120480,Jacob,It's locked out
3121090,3122930,Julia,of our own minds
3124040,3128890,Julia,"Pride Before the Fall, that's Alliance, that's top left, and then Eagle"
3130070,3131980,Julia,"Oh, freaking pride"
3132260,3133140,Jacob,Quizmo
3133140,3134890,Julia,Quizmoiz
3136820,3137810,Julia,Um
3138490,3141850,Julia,"The one who's sword, that's the freaking eagle"
3143690,3145440,Julia,That's a eagle
3147130,3148210,Julia,Is that an eagle?
3148970,3149390,Julia,Whatever
3150030,3151360,Julia,That's a ongle
3152440,3153760,Jacob,And that's a devil
3156410,3158030,Jacob,Now hit the thing in the middle
3159550,3160490,Jacob,You can't
3160510,3161070,Julia,I
3161070,3162200,Jacob,You did it wrong
3162200,3163850,Julia,How did I do it wrong?
3163850,3164850,Jacob,You did it wrong
3164850,3165960,Julia,Lion?
3166620,3167410,Julia,Bull?
3168020,3170110,Jacob,"Eagle, angel"
3169320,3171010,Julia,Eagle angle
3171870,3173470,Julia,Does it have to be
3177590,3180510,Julia,flipped to mirror the thing?
3182260,3183610,Julia,Is this not... wait
3192490,3197000,Julia,"Wait, okay, hold on, the spears, the spears mean something. Oh, we got to go upside down"
3197000,3199050,Jacob,The spears are upside down
3200300,3202780,Jacob,",Lion, eagle, no"
3203390,3204220,Jacob,Yes
3204220,3205480,Julia,"Yeah, yeah"
3205920,3210310,Jacob,"And backwards, upside down and backwards"
3206360,3211910,Julia,"Wait, and backwards, and backwards, and backwards. -We got there, ladies and gents"
3213720,3215100,Julia,Yikes!
3215660,3218120,Julia,"All right, I'm locking in, I'm locking in, Jacob"
3219190,3220960,Jacob,She's so locked
3222000,3223370,Julia,"Oh, a six spot"
3222780,3224550,Jacob,She's locked and stocked
3225400,3227610,Jacob,And she got two smoking barrels
3228630,3230170,Jacob,I've never seen that movie
3230490,3236280,Julia,"neither have I, but I imagine that that's what it's about. It's about a few people trying to focus on a video game together"
3236280,3237340,Jacob,I think so
3237340,3238030,Julia,Yeah
3242660,3246730,Jacob,"The gray adder said,  OMG, it's actually James, I wish I was a fan"
3249540,3251990,Jacob,That would be such a fucked up thing to say to someone
3251990,3252670,Julia,Help
3253290,3254440,Julia,"Oh, is it Mary?"
3254340,3255110,Jacob,Miffy
3256110,3257950,Jacob,"Milp, milp"
3260020,3261850,Jacob,"Mouth, Mouth"
3263230,3264240,Jacob,Mewi
3269980,3271410,Julia,It wasn't help Mary
3271510,3272880,Jacob,Put Milf Mary
3273640,3275630,Julia,"Okay, yeah, hold on, let me"
3276530,3277940,Jacob,It's going to be Milfmerry
3277880,3278970,Julia,"Okay, hold on"
3284070,3286550,Jacob,"Oh, it's going to be  Milk Mary, Milk Mary"
3285660,3294080,Julia,"No, it can't be, Jacob. -It can't be, it can't, we can't. -We can't, we can't!"
3287730,3289350,Jacob,It's got to be a milk Mary
3295320,3296170,Julia,Can't!
3297590,3298850,Julia,Oh my God!
3308960,3311690,Julia,"Oh, there's a lot of blood under that door"
3316110,3321780,Jacob,"Next to your list stream, we're doing a Milk Mary kill"
3322920,3324350,Jacob,What'd you do to the light bulb?
3324720,3325770,Julia,You know
3326460,3327320,Julia,Stuff happened
3327240,3328890,Jacob,How you get blood on the light bulb?
3328380,3329720,Julia,But apple didn't work
3330900,3335620,Julia,"I don't know, someone probably got pushed into it. -Didn't you ever see that clip from Whose Line is it Anyway?"
3336570,3340350,Julia,Where Ryan Stiles smashed his head into a light bulb
3341530,3343200,Jacob,but like for fake
3343200,3345710,Julia,"No, no, he did it by accident"
3347440,3348550,Jacob,Was he okay?
3348550,3351270,Julia,"He was okay, he just had a lot of glass in his head"
3351270,3352360,Jacob,Oh no
3352900,3361050,Julia,"It was very funny, he was someone who keeps getting magnetized to things and he like went to go get stuck to Drew Carey's desk"
3362050,3363130,Julia,And
3366280,3369580,Julia,And he headbutted the lights that were on his desk and
3372710,3373200,Julia,Hello?
3376830,3378010,Julia,We have
3379990,3381490,Julia,"Okay, the only one we have is"
3382010,3383380,Julia,Hello? Oh
3385790,3390770,Jacob,"He had a lot of glass in him, it was very funny, Julia LePetit 2024"
3392150,3394770,Julia,"My brother, when we were kids,"
3395430,3398360,Julia,"or when I was a kid, he was like in high school or something"
3398460,3399870,Jacob,That's also a kid
3399870,3400680,Julia,"Yeah, yeah"
3400680,3401600,Jacob,If you think about it
3401570,3404740,Julia,"Yeah, he was in the"
3410940,3412340,Julia,Why is there like a frog?
3414750,3415540,Julia,Um
3419190,3420690,Jacob,Do you
3428280,3433920,Julia,"Anyway, he got into a car accident where he went through the windshield"
3434660,3439830,Julia,"because he wasn't wearing a seatbelt, and then we had to go to"
3440600,3445280,Julia,"uh, like a mass, basically, it was like for my confirmation or whatever"
3446270,3458670,Julia,"And during the mass, I was picking glass out of his head and we like, my mom asked us how it went and we were like, oh, it's pretty fun. -I just picked glass out of Mike's head for the entire thing and she was like, what?"
3459200,3463210,Jacob,"Wait, what? How much time was in between these two things happening?"
3463210,3469800,Julia,"Oh, like a day. He was in the hospital for like a few days or something"
3469800,3471970,Jacob,They didn't take the glass out of his head in the hospital?
3471970,3473460,Julia,He had some leftover
3474180,3477090,Julia,"It was really stuck in there, he went through the windshield of his tree"
3477090,3478740,Jacob,I remember that story
3478710,3479360,Julia,Yeah
3480830,3482450,Julia,"Anyway, wear your seatbelt, everyone"
3484750,3486450,Julia,They were just going like down the block
3491230,3495480,Jacob,Do you have any more horrifying stories you want to tell about people getting glass embedded in their heads?
3495480,3496800,Julia,"No, that's all of it"
3500440,3501610,Jacob,Nice dodge
3501610,3502920,Julia,Thank you
3503970,3504780,Julia,Um
3505280,3511630,Julia,"My brother and all of his friends, by the way, were sober. His friend just like unfortunately hit a curve"
3512860,3513720,Julia,A curb
3514360,3515290,Julia,And
3516560,3521010,Julia,the car did not behave itself
3528660,3529250,Julia,Okay
3530430,3531780,Julia,"Okay, we came back around"
3534260,3536440,Jacob,When I come around
3536790,3537940,Julia,What the hell was that?
3538430,3540470,Jacob,That was me saying when I come around
3548200,3549950,Jacob,There's some thunking and muttering
3552420,3554690,Julia,and like someone was saying something
3554780,3556840,Jacob,"Yeah, that was the muttering I was referring to"
3560770,3561870,Julia,Because I think that's
3563230,3564510,Julia,"No, it's two"
3565800,3566390,Julia,That's a
3567540,3568180,Julia,Okay
3574020,3574670,Julia,I knew it!
3577510,3578030,Julia,Jerk
3578910,3580230,Julia,I got you
3581460,3585740,Jacob,"You know they thought they had you too. -They were like, I'm going to get his ass"
3583260,3583890,Julia,Yeah
3585090,3586110,Julia,Do I? Ha ha!
3592110,3593220,Julia,That kind of sucks
3595620,3597080,Jacob,It's probably a cheaper room
3598420,3600730,Julia,"Well, I mean like the wallpaper's fallen"
3601080,3602320,Jacob,It's probably a cheaper room
3602320,3603510,Julia,"Oh yeah, you're right"
3605720,3613520,Jacob,"If I ran a hotel, I would keep like a couple rooms that were like intentionally like incredibly shitty that I could give to people for really cheap"
3614360,3616630,Jacob,But I would make them like shittier on purpose
3617990,3620560,Julia,They'd be in fine condition when you got to them
3620560,3621450,Jacob,Yeah
3623120,3625330,Julia,"I think that's what poor people deserve, really"
3625640,3627270,Jacob,That's what I'm kind of getting at here
3627270,3630020,Julia,"Yeah, yeah, yeah, yeah, I think you're right"
3633160,3633800,Julia,No
3634770,3636760,Julia,"I saw you, okay"
3637820,3639910,Julia,I want to call you out
3641330,3642630,Julia,"Oh, we've been in this room"
3652260,3653900,Julia,"Yeah, we've been here, this is the Swan room"
3654750,3659030,Jacob,"I'm trying to remember what my friend Kevin said when we were in Georgia where he was like,"
3660720,3662730,Julia,All you need is a good nest egg
3661510,3666610,Jacob,"He was like, why is anyone poor? All you need is a good nest egg and substantial cash flow"
3666610,3670880,Julia,"Yeah, that is what he said. That's exactly what he said"
3671890,3677830,Jacob,"He was like, it's so easy, it's two steps. -Just have a good nest egg and then a substantial cash flow"
3678030,3679050,Julia,Yeah
3680160,3681970,Julia,it cracked me up
3682610,3691010,Jacob,He was not serious in case that was unclear. -But he delivers everything like he is serious
3684630,3685220,Julia,No
3686610,3688920,Julia,But his delivery every time
3691010,3692950,Julia,It's so dry
3692880,3693610,Jacob,Yeah
3695600,3697340,Julia,Why are we so choppy?
3698440,3699480,Julia,What's up with this room?
3700490,3702030,Julia,We gotta get out of the shopping room
3705000,3706160,Julia,is happening
3706160,3708320,Jacob,"Oh, that's what I was doing wrong"
3710820,3712220,Jacob,"Yeah, if you don't have"
3713400,3721740,Jacob,"a big enough nest egg, just save more money until it's big enough. -And if you don't have enough cash flow, then just make more money"
3723190,3725030,Jacob,so that more cash is coming in
3725330,3726060,Julia,Yeah
3725890,3729690,Jacob,And then you'll have both of the things in the two-step process
3734510,3735750,Julia,They forgot the bed
3737790,3739190,Julia,They forgot the bed in this one
3741080,3743680,Jacob,"Everyone in chat is like,  I feel so stupid right now"
3743680,3744930,Julia,"Yeah, you should"
3745080,3746460,Jacob,"Yeah, like why didn't you do it?"
3746460,3749280,Julia,Why is it so simple? Why didn't you just do that?
3749280,3753670,Jacob,"What the hell is a nest egg? -'See, this is why you're struggling"
3753670,3755440,Julia,"If you don't know what a nest egg is,"
3756030,3757500,Julia,"Sorry, you just don't have it"
3767640,3769700,Julia,Kevin is genuinely so funny
3770290,3772380,Julia,He sounds so serious
3774840,3777380,Jacob,Kevin is one of my best friends since like
3778370,3779600,Jacob,elementary school
3780330,3781610,Julia,"He, um"
3784800,3785480,Julia,Can we help you?
3786170,3814400,Julia,"Come here, Miss Odin! At the wedding that we were in, or that we went to, Kevin was in it, and he kept rummaging in his pocket and locking eyes with me and going, you want some? You want some of this? You want this? You want some? You want to partake? You want some? You want this? Like that rapidly, and I was like, what are you talking about? And then he finally got it out of his jacket after like two minutes of trying to get this thing out of his blazer. It was a freaking wedding ring,"
3817320,3820380,Jacob,"And then he just kept saying,  you want some of this?"
3818640,3819780,Julia,You want some?
3821010,3822200,Jacob,You want some of this?
3828050,3831500,Julia,"And then you just kept saying, yeah, take it"
3834900,3837700,Julia,"And then Jacob's other friend, who I'd only met once"
3839390,3840170,Julia,Um
3845420,3846970,Julia,We said hi to him
3847800,3852980,Julia,"We're like, oh, hey, haven't seen you in a while. He's like, oh yeah, I'm a yo-yo"
3853850,3857430,Julia,"He's just starting yo-yoing. -He's like, uh, kind of sucks"
3857430,3858680,Jacob,"Yeah, my friend Key"
3860060,3861870,Julia,"I was like, what is happening?"
3863050,3863660,Julia,Okay
3866160,3872820,Jacob,"I'm pretty sure I was like, I saw him, he was dressed really nicely. -I was like, I was like, damn dude, you look really good. -And he was like, oh, thanks, I got a yo-yo"
3873040,3875230,Julia,"Yeah, yeah, he did do that"
3875230,3878220,Jacob,And just pulled a yo-yo out of his jacket and started yo-yoing
3880400,3885980,Julia,Good times. -That was a really baffling series of events at this wedding for me
3886690,3888580,Jacob,Do I have normal friends? No
3888580,3889490,Julia,Uh-uh
3890930,3895790,Jacob,"But all the ones I do have are ride or die, lifelong"
3898460,3902710,Julia,I would say you have one group that is very normal
3903840,3905540,Jacob,Which group? College Friends?
3905490,3906230,Julia,Yeah
3907130,3909050,Jacob,College friends are probably the most normal
3909050,3910050,Julia,Yeah
3913790,3920170,Jacob,"Now I get why Jacob is funny, he was raised in the funny. -It's literally one of those things that I think all the time is that,"
3921050,3924120,Jacob,I feel like all of my friends are funnier than I am
3924950,3926740,Jacob,And so I'm oftentimes
3927280,3932100,Jacob,confused and baffled by the fact that I've managed to make a career out of
3932810,3934330,Jacob,it to some degree
3935010,3938790,Jacob,"Because in my mind, I'm like, but I'm not as funny as like any of my friends"
3938970,3940050,Julia,Right
3940050,3940840,Jacob,I'm like
3941870,3945960,Jacob,"any of them should be more successful than me, but none of them tried to do it, so"
3946460,3947580,Julia,But I do think
3946630,3948220,Jacob,That's their mistake
3948220,3953910,Julia,"I do think that being a funny person and making that a transferable skill,"
3954950,3957800,Julia,"like an accessible skill, like your friends are funny"
3958670,3960470,Jacob,but I got better social skills
3961500,3963810,Julia,"Yeah, like, like Kevin"
3962950,3965480,Jacob,"I'm well balanced, I'm like Mario"
3965480,3972030,Julia,"Kevin cracks me up, but it's truly only because we've played video games with him enough"
3972640,3977210,Julia,that I've gotten used to the things that he says being jokes
3977750,3980010,Julia,"because half of the time I'm like,"
3980890,3982900,Julia,I don't know if you're serious or not
3982900,3987080,Jacob,"Yeah, I guess that is true. Most people, when they meet him, do not know what to make of him"
3987370,3989900,Julia,I am often very confused
3994690,4003380,Jacob,"Do you have a comedy nest egg and substantial funny flow? I do, yeah, my funny flow is off the charts. I'm getting all the funny from my friends"
4004160,4008510,Jacob,That's where the funny flow comes in  and then I save it in my comedy nest egg
